Time_created,Tweet,Processed_Tweets,Tweets_Adjectives,Tweets_Sentiments
2022-01-23 23:59:54+00:00,b'@cometwtf @TThugsNFT  NFT MINT SOON \xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80 https://t.co/I5ESUGPs0b',mint soon,,mint soon
2022-01-23 23:59:54+00:00,"b'RT @dailyjoker90: Right gonna try that again! First 50 to Like, Follow, Retweet and drop your RelayX paymail get a Jokers Smile NFT'",right try first like follow drop get jokers smile,,right try first like follow drop get joker smile
2022-01-23 23:59:54+00:00,b'RT @SantaMinersNFT: \xf0\x9f\x8e\x81Huge Giveaway\xf0\x9f\x8e\x81 \n\nWe are giving away a FREE @Cartoon_Cartel NFT\xf0\x9f\x94\xa5\n\nRequirements: \n1. Follow @SantaMinersNFT and @Cartoon\xe2\x80\xa6',giving away free follow,free,giving away free follow
2022-01-23 23:59:54+00:00,b'RT @AiyahGameVerse: It is finally coming soon! 3 hours to our genesis sale!\n\ncheck us out at: https://t.co/a5TYGBcnNq\n\nmint site: https://t\xe2\x80\xa6',finally coming soon hours genesis sale us site,,finally coming soon hour genesis sale u site
2022-01-23 23:59:54+00:00,"b'RT @METAMINERSNFT: In less than 24 hours 10,000 Unique Metaminers will hit the metaverse! \n\nWe hope to see you there for mint https://t.co/\xe2\x80\xa6'",less hours unique hit hope see mint,unique,le hour unique hit hope see mint
2022-01-23 23:59:54+00:00,"b""RT @TaylorMusk_: What #ALTCOIN would you recommend me to buy in this market crash \xe2\x81\x89\xef\xb8\x8f\xf0\x9f\xa4\x94\n\nStay strong and don't miss this opportunity \xf0\x9f\x98\x8e\xf0\x9f\x94\xa5\n\n#BSC\xe2\x80\xa6""",'' would recommend buy market crash strong miss opportunity '',strong miss,'' would recommend buy market crash strong miss opportunity ``
2022-01-23 23:59:54+00:00,"b'@NFTGUYY @DivineAssembly The concept of this project is UNIQUE and SIMPLE!\n\nIn each NFT, there is a ceiling price!\n\n\xe2\x80\x9cOnce you buy a NFT at an accurate ceiling price X, get for free a new NFT with a Ceiling Price of X + 100 ETH\xe2\x80\x9d\n\nFirst come, first served...\n\n#FreeNFT\n\nhttps://t.co/VB22o5Q64z'",concept project unique simple ceiling price buy accurate ceiling price get free new ceiling price come first served,unique simple accurate free new,concept project unique simple ceiling price buy accurate ceiling price get free new ceiling price come first served
2022-01-23 23:59:54+00:00,b'Milki the chihuahua with SquidGame\nBe sure to check out the NFT: https://t.co/DIM97Wpn2z\n \n#NFT #OpenSeaNFT #Chihuahua #MilkiTheChihuahua #SquidGame https://t.co/d2TsqM9nFY',sure check,sure,sure check
2022-01-23 23:59:54+00:00,b'RT @benfowlkesMMA: UFC NFT owners rolling into Buffalo Wild Wings for the next pay-per-view. https://t.co/dbSsT1DXqj',owners rolling buffalo wild wings next,wild,owner rolling buffalo wild wing next
2022-01-23 23:59:54+00:00,"b""RT @VoltInuOfficial: Meet Debbie! She's recently turned single and ready to mingle!\xf0\x9f\x92\x8b\xf0\x9f\x92\x98\n\nShe's looking for a hot ape in her life! Please subm\xe2\x80\xa6""",'' meet recently turned single ready mingle looking hot ape life please '',single ready hot,'' meet recently turned single ready mingle looking hot ape life please ``
2022-01-23 23:59:54+00:00,b'RT @CryptooUnity: NFT Sent To New Owner. \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\xa4\x99 https://t.co/7B6TcJPXTf',sent new owner,new,sent new owner
2022-01-23 23:59:54+00:00,b'WIP Quote City\nFinished sketch.\nTime for inking.\n\nSUCCESS IS A JOURNEY NOT A DESTINATION\n\n#nft #nftcollector #NFTCommunity https://t.co/15ux5Y7GCZ',quote journey,,quote journey
2022-01-23 23:59:54+00:00,b'RT @angelprotocol: @TerraFits is an aesthetic NFT Collection of 365 unique outfits around the world. https://t.co/Ib8uj1NKJl',aesthetic collection unique around world,aesthetic,aesthetic collection unique around world
2022-01-23 23:59:54+00:00,b'RT @nudiecommunity: Tell him about us \xf0\x9f\x91\x80 @ParisHilton \n\nWe love having you apart of our women led community \xf0\x9f\x92\x95\n\n#WomeninNFTs #NFT #NFTs https\xe2\x80\xa6',tell us love apart women led community,,tell u love apart woman led community
2022-01-23 23:59:54+00:00,"b""RT @HALOvsHORN: Let's go guys! Tag friends follow @GainGangNFT #NFT #NFTCommmunity""",'' let go guys tag friends follow '',guys,'' let go guy tag friend follow ``
2022-01-23 23:59:54+00:00,b'RT @nudiecommunity: Tell him about us \xf0\x9f\x91\x80 @ParisHilton \n\nWe love having you apart of our women led community \xf0\x9f\x92\x95\n\n#WomeninNFTs #NFT #NFTs https\xe2\x80\xa6',tell us love apart women led community,,tell u love apart woman led community
2022-01-23 23:59:54+00:00,"b""RT @Iron_Stylus: If you haven't taken a look at this incredible deep dive into cryptocurrency and NFT's, you'd be wise to take the 2+ hours\xe2\x80\xa6""",'' taken look incredible deep dive wise take '',incredible deep,'' taken look incredible deep dive wise take ``
2022-01-23 23:59:54+00:00,"b""RT @Grumpy_Pandaz: Do you know what makes us different from other NFTs? \xf0\x9f\x90\xbc\n\nIt's that we are not tied to any other crypto-currency but to ou\xe2\x80\xa6""",'' know makes us different tied '',different,'' know make u different tied ``
2022-01-23 23:59:54+00:00,"b""RT @Grumpy_Pandaz: Do you know what makes us different from other NFTs? \xf0\x9f\x90\xbc\n\nIt's that we are not tied to any other crypto-currency but to ou\xe2\x80\xa6""",'' know makes us different tied '',different,'' know make u different tied ``
2022-01-23 23:59:53+00:00,b'RT @NFT_ConnectLive: \xf0\x9f\x8f\x9d They say the west coast is the best coast \xf0\x9f\x8f\x96 \n\n\xf0\x9f\x91\x80 What projects would everyone like to see at NFT Phoenix Event??? \xf0\x9f\x91\x80\xe2\x80\xa6',say west coast best coast projects would everyone like see event,,say west coast best coast project would everyone like see event
2022-01-23 23:59:53+00:00,b'RT @BabiesDegen: Gm Gorilla fam\xe2\x80\x99 \xf0\x9f\xa6\x8d\n#GIVEAWAY COLLAB\xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x93\xa2\n\nHappy Sunday guys ! \n\n- 1 NFT SullenAlienSC to win\n- 5 BabiesDegen WL to win\n\n1\xef\xb8\x8f\xe2\x83\xa3Li\xe2\x80\xa6',gm guys,,gm guy
2022-01-23 23:59:53+00:00,"b'RT @Dickimals: Calling all Degens, follow for details!\xf0\x9f\x94\xa5\xf0\x9f\x91\x80\n#NFT #NFTdrop https://t.co/l7eTyQ8juu'",calling follow details,,calling follow detail
2022-01-23 23:59:53+00:00,b'RT @NFTYakov: I\xe2\x80\x99ve partnered up with @playonenft to give away 10 whitelist spots \xf0\x9f\x94\xa5\n\nTo Enter \xf0\x9f\x91\x87\n1\xef\xb8\x8f\xe2\x83\xa3Follow @playonenft &amp; @galinft\n2\xef\xb8\x8f\xe2\x83\xa3Like &amp; R\xe2\x80\xa6',partnered give away spots enter amp amp,amp,partnered give away spot enter amp amp
2022-01-23 23:59:53+00:00,b'RT @ibcig: Recent updates by @bloktopia \n\n\xf0\x9f\x94\xb7 $BPAD token is set to launch on 28th Jan 2022 on https://t.co/13liUCgLbn \n\n\xf0\x9f\x94\xb7 Existing $Blok hol\xe2\x80\xa6',recent token set launch existing,recent,recent token set launch existing
2022-01-23 23:59:53+00:00,"b""CyberKeys #163 has been purchased on MagicEden! \xf0\x9f\xa4\x9d \n\nthis rad piece sold for 19.49 SOL (that's $1943.15 USD!!) \n\n#nft https://t.co/0gyDQruY2a""",'' purchased piece sold,,'' purchased piece sold
2022-01-23 23:59:53+00:00,b'@Renovatio_C_C @RealFlokiInu But what you say is the early buyers should get the nfts . The earlie buyers hold millions $ of floki and most didn\xe2\x80\x99t even sell. They don\xe2\x80\x99t care about the NFT so probably you are not that earlie so what made you get the NFT?',say early buyers get buyers hold millions even sell care probably made get,early,say early buyer get buyer hold million even sell care probably made get
2022-01-23 23:59:53+00:00,b'RT @TheLionCatsNFT: Giving away this cool Lion Cat (worth 12.5 $SOL) \xf0\x9f\xa6\x81\n\nTo participate :\n\n- Retweet and follow \xf0\x9f\x98\xba\n- Tag some NFT friends \xe2\x9c\x85\xe2\x80\xa6',giving away cool lion cat worth participate follow tag friends,cool worth follow,giving away cool lion cat worth participate follow tag friend
2022-01-23 23:59:53+00:00,b'RT @SpencerCUH: \xf0\x9f\x94\xa5 #NFTGiveaway \xf0\x9f\x94\xa5\n \nFloor is already at 0.5 ETH \xf0\x9f\x94\xa5\nPublic mint (Jan 27) will be 0.12 ETH\n\nThey gave me 1 NFT &amp; $300 to give a\xe2\x80\xa6',already mint gave amp give,,already mint gave amp give
2022-01-23 23:59:53+00:00,b'RT @hollow18_: \xf0\x9f\x8e\x81 Grizzly #NFTGiveaway! \xf0\x9f\x8e\x81\n\nWe are giving away 1x Grizzly #NFT \xf0\x9f\xa4\xa9\n\nTo Enter:\n1\xe2\x83\xa3 Follow @TheGrizzlyNft\n2\xe2\x83\xa3 \xe2\x9d\xa4\xef\xb8\x8f and RT\n3\xe2\x83\xa3 Join The\xe2\x80\xa6',grizzly giving away grizzly enter follow join,grizzly,grizzly giving away grizzly enter follow join
2022-01-23 23:59:52+00:00,b'RT @amanda_gfx: Anyone need #illustration for #NFTs designer?just HMU with ideas #NFT #NFTCommunity  #nftcollectors #NFTartist #Metaverse #\xe2\x80\xa6',anyone need illustration designer ideas,,anyone need illustration designer idea
2022-01-23 23:59:52+00:00,"b'RT @TerraFits: 1/\nHi fellow $luna-tics\xf0\x9f\x91\x8b\n\nI present to you #TerraFits, an #NFT project my team and I are getting ready to launch on @Protoco\xe2\x80\xa6'",fellow present project team getting ready launch,fellow ready,fellow present project team getting ready launch
2022-01-23 23:59:52+00:00,"b'RT @Wheelies_NFT: Here are the 5 WINNERS from last nights contest! \xf0\x9f\x94\xa5\xf0\x9f\x9a\x80 #203, #267, #153, #259 &amp; #129\n\n\xf0\x9f\x8e\x89\xf0\x9f\x92\x8e These 5 Wheelies #NFT \xe2\x80\x99s will appea\xe2\x80\xa6'",winners last nights contest amp,last,winner last night contest amp
2022-01-23 23:59:52+00:00,"b""RT @MouseGangNFT: #ETHGiveaway\n\n\xf0\x9f\xa7\x80MINT your Mouse Gang NFT in today's Presale and Win\xf0\x9f\x94\xa5\xf0\x9f\x90\xad\n\n\xf0\x9f\x8f\x86: 1.5 ETH total, 3 winners\n\nRules:\n\xe2\x9c\x85Comment with E\xe2\x80\xa6""",'' mouse gang today total '',total,'' mouse gang today total ``
2022-01-23 23:59:52+00:00,b'RT @ryandcrypto: \xf0\x9f\x8e\x89 @hypebearsclub WHITE LIST SPOTS GIVEAWAY!\n\nTo enter:\n\xe2\x9d\xa4\xef\xb8\x8fFollow @ryandcrypto &amp; @hypebearsclub \n\xe2\x9c\x85Like + RT\n\xf0\x9f\x9a\x80Tag 2 friends!\xe2\x80\xa6',white list spots giveaway enter amp friends,white enter,white list spot giveaway enter amp friend
2022-01-23 23:59:52+00:00,b'RT @koolk123456: \xf0\x9f\x8e\x81\xf0\x9f\x8e\x81GIVEAWAY\xf0\x9f\x8e\x81\xf0\x9f\x8e\x81\n\n\xf0\x9f\x93\x8cProject - @BlueChipLottery\n\nPrizes:\n\xf0\x9f\x8f\x861X - NFT\n\xf0\x9f\x8f\x861 SOL ($100)\n\xf0\x9f\x8f\x863X - Solhub Discord invs\n\nTo enter:\n1\xe2\x83\xa3Follow -\xe2\x80\xa6',discord enter,,discord enter
2022-01-23 23:59:52+00:00,"b'RT @hypesalt: Hi, #HYPESALT FANS\nA special Airdrop for our Fans! \xf0\x9f\xaa\x82\nComplete the missions to receive SALT Token!\nThere\xe2\x80\x99s a Referral Code, so\xe2\x80\xa6'",special fans missions receive salt token referral code,special token referral,special fan mission receive salt token referral code
2022-01-23 23:59:52+00:00,b'@VateGuy does this make me a better artists than the nft  people?',make better artists people,,make better artist people
2022-01-23 23:59:52+00:00,b'@kokid951 Who wanted to stake #bluesparrow token?\nYes! U can get rewards on our CEX \n\nWe are listing with Probit with 200 + million dollar daily trading volume! \xf0\x9f\x94\xa5\nRanking 30!\n#bluesparrow \n#bluesparrowETH\n#CEX\n#NFT\n@BlueSparrowETH\n#probit\n#BlueSparrowCommunity',wanted stake token get rewards listing million dollar daily trading volume,token daily,wanted stake token get reward listing million dollar daily trading volume
2022-01-23 23:59:52+00:00,b'RT @Cide_Fx: GM Welcome to Art Basel! \n@BoredApeYC @wallstbullsNFT @cryptorastas @DCentralCon \nGreat to see the NFT community at Art Basel\xe2\x80\xa6',gm welcome art see community art,welcome,gm welcome art see community art
2022-01-23 23:59:52+00:00,b'RT @TheLionCatsNFT: Giving away this cool Lion Cat (worth 12.5 $SOL) \xf0\x9f\xa6\x81\n\nTo participate :\n\n- Retweet and follow \xf0\x9f\x98\xba\n- Tag some NFT friends \xe2\x9c\x85\xe2\x80\xa6',giving away cool lion cat worth participate follow tag friends,cool worth follow,giving away cool lion cat worth participate follow tag friend
2022-01-23 23:59:52+00:00,b'RT @TheLionCatsNFT: Giving away this cool Lion Cat (worth 12.5 $SOL) \xf0\x9f\xa6\x81\n\nTo participate :\n\n- Retweet and follow \xf0\x9f\x98\xba\n- Tag some NFT friends \xe2\x9c\x85\xe2\x80\xa6',giving away cool lion cat worth participate follow tag friends,cool worth follow,giving away cool lion cat worth participate follow tag friend
2022-01-23 23:59:52+00:00,"b""RT @CozomoMedici: Last night I told of a scoop which may have been my greatest ever in NFT.\n\nI'm thrilled share the story with you now. As\xe2\x80\xa6""",'' last night told scoop may greatest ever thrilled share story '',last,'' last night told scoop may greatest ever thrilled share story ``
2022-01-23 23:59:52+00:00,b'RT @wwapeclub: Join us Sunday at 7pm. WL Giveaway and NFT talk with @wwapeclub\nAnd @TrippyGelatoNFT\n\nSet a reminder for my upcoming Space!\xe2\x80\xa6',join us giveaway talk reminder upcoming space,giveaway upcoming,join u giveaway talk reminder upcoming space
2022-01-23 23:59:52+00:00,"b'RT @alienntong: HERE ARE OUR BLIND BOX COVER, \nlooks cool right?\nYou still have chance to get one or more.\nJOIN US! https://t.co/3d2PWXqKhX\xe2\x80\xa6'",blind box cover cool right still chance get one us,,blind box cover cool right still chance get one u
2022-01-23 23:59:52+00:00,b'RT @PlaysideStudios: BEANS x SHIBA #NFT Giveaway!\n\nWe are giving away!\n50 WHITELIST SPOTS (Result in 48h)\n\nTo enter: \n1\xef\xb8\x8f\xe2\x83\xa3 Like and Retweet\xe2\x80\xa6',beans giveaway giving away spots result enter like,,bean giveaway giving away spot result enter like
2022-01-23 23:59:51+00:00,"b""RT @Grumpy_Pandaz: Do you know what makes us different from other NFTs? \xf0\x9f\x90\xbc\n\nIt's that we are not tied to any other crypto-currency but to ou\xe2\x80\xa6""",'' know makes us different tied '',different,'' know make u different tied ``
2022-01-23 23:59:51+00:00,b'RT @NaishaHost: \xf0\x9f\x8e\x81Mother Earth NFT GIVEAWAY\xf0\x9f\x8e\x81\n\n\xf0\x9f\x92\x8e100 WHITELIST SPOTS\xf0\x9f\x92\x8e\n\nTo enter \xf0\x9f\x91\x87\n1\xef\xb8\x8f\xe2\x83\xa3Invite 3 friends to their discord https://t.co/9NDh83804t\xe2\x80\xa6',earth enter friends discord,,earth enter friend discord
2022-01-23 23:59:51+00:00,b'RT @MashBrettato: GIVEAWAY COLLAB \xf0\x9f\x9a\xa8 \n\n\xf0\x9f\x91\xbb Peekaboo! Boobles... \n\nWe are thrilled to announce this Collab with @peekaboosnft ! \xf0\x9f\x91\xbb \n\n\xf0\x9f\x8e\x89 WIN 3 WL\xe2\x80\xa6',giveaway thrilled announce win,,giveaway thrilled announce win
2022-01-23 23:59:51+00:00,b'RT @RetsuNFT: 3x SQUIGGLES WL GIVEAWAY \xf0\x9f\xa6\x84\xf0\x9f\x8c\x88\n\nTo enter \n- Follow me with \xf0\x9f\x94\x94 \n- RT &amp; like this \n- Tag 3 friends \n\nWinner picked in 48 Hours\n#NFT\xe2\x80\xa6',giveaway enter follow amp like tag friends picked,follow,giveaway enter follow amp like tag friend picked
2022-01-23 23:59:51+00:00,"b'RT @monsterapeclub: We will officially launch on Sunday, January 30th\xf0\x9f\x94\xa5 \n\n1 Monster Ape NFT giveaway, to get in:\n\n1\xe2\x83\xa3Follow us\n2\xe2\x83\xa3Join our Dis\xe2\x80\xa6'",officially launch monster ape giveaway get,launch,officially launch monster ape giveaway get
2022-01-23 23:59:51+00:00,b'@DropYourNFT GM ! \xf0\x9f\x91\xbb \n\nWe are the cutest Viruses ever that have invaded your WORLD \xf0\x9f\x98\x9c\n\nWhat do you think?\nFollow us ...\n\n#NFT #NFTCommunity #NFTdrop #nftcollectors #NFTs #Metaverse #nftcollectibles #nftart #cryptoart #nftartist #nftcollector #cryptoartist #digitalart\n\nhttps://t.co/MAg6fkBRFz',gm cutest ever invaded world think us,invaded,gm cutest ever invaded world think u
2022-01-23 23:59:51+00:00,"b'@NFT_Guru @brycent_ Corey just kind of reiterated what you said, thank you for this as I have had the same thoughts but wasn\xe2\x80\x99t sure if there was something different with pegaxy economy that would enable it to scale the mint/burn of VIS when it blows up like axie did last year https://t.co/uNlCawOaOR'",kind reiterated said thank thoughts sure something different economy would enable scale blows like last year,thank sure different scale last,kind reiterated said thank thought sure something different economy would enable scale blow like last year
2022-01-23 23:59:51+00:00,"b'RT @opsqt: My FAV new NFT project is minting TONIGHT at 12:00AM EST! Ponzi Panthers, inspired by the Pink Panther\xf0\x9f\x91\x80\n\n1 person who RT\xe2\x80\x99s will\xe2\x80\xa6'",new project tonight est panthers inspired pink person,new pink,new project tonight est panther inspired pink person
2022-01-23 23:59:51+00:00,"b'RT @JimmyCrypto888: FREE NFT GIVEAWAY \n\nJust drop your $ETH address, RT &amp; Follow me https://t.co/lwLUEZ93cd'",free giveaway drop address amp follow,free,free giveaway drop address amp follow
2022-01-23 23:59:51+00:00,b'RT @EvaLongoria: What should be my next #NFT purchase be?! Looking for women-led projects!',next purchase looking projects,next,next purchase looking project
2022-01-23 23:59:51+00:00,b'RT @MyTimeToShineH: The next #NFT project I am getting in is @ArabMetaNFT. \n1\xef\xb8\x8f\xe2\x83\xa3PRESALE SOLD OUT \n2\xef\xb8\x8f\xe2\x83\xa3 Tyga joined them \n3\xef\xb8\x8f\xe2\x83\xa3 They are fully t\xe2\x80\xa6',next project getting sold joined fully,next,next project getting sold joined fully
2022-01-23 23:59:51+00:00,b'RT @skvllpvnkz: 3D Skvllpvnkz asset previews!\n\nCracked GOLD Skvllz?\xf0\x9f\x91\x80\xf0\x9f\x98\xb1\xf0\x9f\x92\x8e\n\nFind out more at: https://t.co/K8B3k0xjHU\n\n#NFT #NFTCommmunity #skv\xe2\x80\xa6',asset gold,,asset gold
2022-01-23 23:59:51+00:00,b'RT @Ravers: \xf0\x9f\x9a\xa8 NFT Giveaway \xf0\x9f\x9a\xa8\n\nGiving away ONE @TheMetaStars NFT with a mint value of 0.25 ETH ($600 USD)\n\nTo enter:\n- Follow @TheMetaStars\xe2\x80\xa6',giveaway away one mint value enter follow,,giveaway away one mint value enter follow
2022-01-23 23:59:50+00:00,"b""RT @ApeKidsClub: Collab @ApeKidsClub x @theothersideNFT\n\nWe're giving away 6 WHITELIST spots for The Other Side \n\nTo enter: \n1\xef\xb8\x8f\xe2\x83\xa3 Like and R\xe2\x80\xa6""",'' giving away spots side enter like '',spots,'' giving away spot side enter like ``
2022-01-23 23:59:50+00:00,b'\xe2\x80\xbc\xef\xb8\x8fGUYS DON\xe2\x80\x99T FORGET TO JOIN YetAi\xe2\x80\x99s DISCORD FOR MY INFORMATION ON THE PROJECT\xe2\x80\xbc\xef\xb8\x8f\n\n\xe2\x80\xbc\xef\xb8\x8fTWITTER : @yetai_nft \xe2\x80\xbc\xef\xb8\x8f',forget join discord information,,forget join discord information
2022-01-23 23:59:50+00:00,b'RT @0xSummy: $500 | one winner | 48 hours \n\n\xe2\x80\xa2 250\nMust retweet this and follow @plurapeclub  &amp; myself \n\n\xe2\x80\xa2 $250\nJoin discord (post proof)\nht\xe2\x80\xa6',one winner hours follow amp discord post proof,,one winner hour follow amp discord post proof
2022-01-23 23:59:50+00:00,"b""RT @HouseDegen: \xf0\x9f\x92\x8e Who Wants To Be A $DOPE\nMillionaire? \xf0\x9f\x92\x8e \nTo celebrate the launch of our biggest/\ndopest/most lit campaign to date, we're d\xe2\x80\xa6""",'' wants celebrate launch lit campaign date '',,'' want celebrate launch lit campaign date ``
2022-01-23 23:59:50+00:00,b'RT @anthony_einhorn: Some NFT gains I\xe2\x80\x99ve given on here\n\nCreepz .17 ETH  -&gt; 7.25 ETH\nChubbiverse.04 ETH -&gt; .16 ETH (peaked .38 ETH)\nCoolmans\xe2\x80\xa6',gains given peaked,,gain given peaked
2022-01-23 23:59:50+00:00,b'RT @GiveAwayHost: $1000 or iPhone 12 in 7 days \xf0\x9f\x94\xa5\xf0\x9f\x92\x8e\n\n-RT + follow  @sex_nft\n-Join https://t.co/znl4HVCJF8   (+verif) \n\n(Post Proof) https://t\xe2\x80\xa6',days follow post proof,,day follow post proof
